9104180;7292032;1418.7921999999999
1566964;-7537216;1100.0036
9836236;8269272;892.7325000000001
9270472;-565764;985.3922999999995
2196856;-7073616;996.3757000000005
1569984;-626872;956.4473999999991
9826860;8256876;912.2898000000005
2782540;-7044320;1013.2510999999995
1573436;-1209104;890.647100000002
9822940;8249504;875.577699999998
2789652;-7033288;1016.2816000000021
11040400;8250748;847.4183000000012
2235700;-8804700;1020.2351999999992
1580112;-655588;921.5737000000008
9832368;8252256;855.0286999999989
2788340;-7044028;989.9557000000023
11040740;8252400;852.5542999999998
2773004;-8267736;991.2806999999993
11021732;8248728;858.7804999999971
2774164;-8247568;993.8375000000015
