9863732;2916080;563.3744999999999
16102744;6239012;432.96020000000044
10046236;-6056508;470.58980000000065
16615600;6569364;411.54449999999997
10084908;-6530692;434.7115999999987
16645876;6560968;398.0127999999986
9853064;-6792812;398.58800000000156
16408724;6555660;423.0643
9880096;-6528628;409.8189000000002
16400768;6520672;405.66190000000097
9885736;-6515032;385.2981
16369712;6483976;402.7037999999993
9887436;-6482276;402.86289999999826
16410164;6522728;390.3770000000004
9889096;-6521068;388.63590000000113
16379488;6490392;404.4067000000032
9890636;-6488852;392.21010000000024
16414164;6523528;401.23639999999796
9896056;-6518108;399.19810000000143
16383804;6487748;412.3189999999995
