9874052;6768672;1197.1412999999993
9804540;-69512;913.9970000000012
20893212;11088672;888.1126999999997
9814444;-11078768;949.483400000001
20945644;11131200;910.8557000000001
9842632;-11103012;896.838600000001
20959256;11116624;865.0036999999993
12630988;-8328268;1004.5184999999983
19747688;7116700;956.3899999999994
30837856;11083064;830.9930000000022
9891652;-20946204;916.6106
20972196;11080544;901.0411000000022
9893456;-11078740;904.2187999999987
20959488;11066032;890.2003999999979
9897208;-11062280;904.229000000003
20949644;11052436;868.5490999999965
9912260;-11037384;878.5748999999996
20992760;11080500;886.6330999999991
9914140;-11078620;890.4586999999992
20978044;11063904;893.7374999999993
